t,target,cmd,measured
0,20,20,0.1
0.005,20,19.9,0.2
0.01,20,19.8,0.3
0.015,20,19.7,0.4
0.02,20,19.6,0.5
0.025,20,19.5,0.6
0.03,20,19.4,0.7
0.035,20,19.3,0.8
0.04,20,19.2,0.9
0.045,20,19.1,1
0.05,20,19,1.1
0.055,20,18.9,1.2
0.06,20,18.8,1.3
0.065,20,18.7,1.4
0.07,20,18.6,1.4
0.075,20,18.6,1.5
0.08,20,18.5,1.6
0.085,20,18.4,1.7
0.09,20,18.3,1.8
0.095,20,18.2,1.9
0.1,20,18.1,2
0.105,20,18,2.1
0.11,20,17.9,2.2
0.115,20,17.8,2.3
0.12,20,17.7,2.4
0.125,20,17.6,2.4
0.13,20,17.6,2.5
0.135,20,17.5,2.6
0.14,20,17.4,2.7
0.145,20,17.3,2.8
0.15,20,17.2,2.9
0.155,20,17.1,3
0.16,20,17,3
0.165,20,17,3.1
0.17,20,16.9,3.2
0.175,20,16.8,3.3
0.18,20,16.7,3.4
0.185,20,16.6,3.5
0.19,20,16.5,3.6
0.195,20,16.4,3.6
0.2,20,16.4,3.7
0.205,20,16.3,3.8
0.21,20,16.2,3.9
0.215,20,16.1,4
0.22,20,16,4
0.225,20,16,4.1
0.23,20,15.9,4.2
0.235,20,15.8,4.3
0.24,20,15.7,4.4
0.245,20,15.6,4.4
0.25,20,15.6,4.5
0.255,20,15.5,4.6
0.26,20,15.4,4.7
0.265,20,15.3,4.7
0.27,20,15.3,4.8
0.275,20,15.2,4.9
0.28,20,15.1,5
0.285,20,15,5
0.29,20,15,5.1
0.295,20,14.9,5.2
0.3,20,14.8,5.3
0.305,20,14.7,5.3
0.31,20,14.7,5.4
0.315,20,14.6,5.5
0.32,20,14.5,5.6
0.325,20,14.4,5.6
0.33,20,14.4,5.7
0.335,20,14.3,5.8
0.34,20,14.2,5.8
0.345,20,14.2,5.9
0.35,20,14.1,6
0.355,20,14,6.1
0.36,20,13.9,6.1
0.365,20,13.9,6.2
0.37,20,13.8,6.3
0.375,20,13.7,6.3
0.38,20,13.7,6.4
0.385,20,13.6,6.5
0.39,20,13.5,6.5
0.395,20,13.5,6.6
0.4,20,13.4,6.7
0.405,20,13.3,6.7
0.41,20,13.3,6.8
0.415,20,13.2,6.9
0.42,20,13.1,6.9
0.425,20,13.1,7
0.43,20,13,7.1
0.435,20,12.9,7.1
0.44,20,12.9,7.2
0.445,20,12.8,7.3
0.45,20,12.7,7.3
0.455,20,12.7,7.4
0.46,20,12.6,7.5
0.465,20,12.5,7.5
0.47,20,12.5,7.6
0.475,20,12.4,7.6
0.48,20,12.4,7.7
0.485,20,12.3,7.8
0.49,20,12.2,7.8
0.495,20,12.2,7.9
0.5,20,12.1,7.9
0.505,20,12.1,8
0.51,20,12,8.1
0.515,20,11.9,8.1
0.52,20,11.9,8.2
0.525,20,11.8,8.2
0.53,20,11.8,8.3
0.535,20,11.7,8.4
0.54,20,11.6,8.4
0.545,20,11.6,8.5
0.55,20,11.5,8.5
0.555,20,11.5,8.6
0.56,20,11.4,8.6
0.565,20,11.4,8.7
0.57,20,11.3,8.8
0.575,20,11.2,8.8
0.58,20,11.2,8.9
0.585,20,11.1,8.9
0.59,20,11.1,9
0.595,20,11,9
0.6,20,11,9.1
0.605,20,10.9,9.1
0.61,20,10.9,9.2
0.615,20,10.8,9.3
0.62,20,10.7,9.3
0.625,20,10.7,9.4
0.63,20,10.6,9.4
0.635,20,10.6,9.5
0.64,20,10.5,9.5
0.645,20,10.5,9.6
0.65,20,10.4,9.6
0.655,20,10.4,9.7
0.66,20,10.3,9.7
0.665,20,10.3,9.8
0.67,20,10.2,9.8
0.675,20,10.2,9.9
0.68,20,10.1,9.9
0.685,20,10.1,10
0.69,20,10,10
0.695,20,10,10.1
0.7,20,9.9,10.1
0.705,20,9.9,10.2
0.71,20,9.8,10.2
0.715,20,9.8,10.3
0.72,20,9.7,10.3
0.725,20,9.7,10.4
0.73,20,9.6,10.4
0.735,20,9.6,10.5
0.74,20,9.5,10.5
0.745,20,9.5,10.6
0.75,20,9.4,10.6
0.755,20,9.4,10.7
0.76,20,9.3,10.7
0.765,20,9.3,10.8
0.77,20,9.2,10.8
0.775,20,9.2,10.9
0.78,20,9.1,10.9
0.785,20,9.1,10.9
0.79,20,9.1,11
0.795,20,9,11
0.8,20,9,11.1
0.805,20,8.9,11.1
0.81,20,8.9,11.2
0.815,20,8.8,11.2
0.82,20,8.8,11.3
0.825,20,8.7,11.3
0.83,20,8.7,11.3
0.835,20,8.7,11.4
0.84,20,8.6,11.4
0.845,20,8.6,11.5
0.85,20,8.5,11.5
0.855,20,8.5,11.6
0.86,20,8.4,11.6
0.865,20,8.4,11.6
0.87,20,8.4,11.7
0.875,20,8.3,11.7
0.88,20,8.3,11.8
0.885,20,8.2,11.8
0.89,20,8.2,11.8
0.895,20,8.2,11.9
0.9,20,8.1,11.9
0.905,20,8.1,12
0.91,20,8,12
0.915,20,8,12
0.92,20,8,12.1
0.925,20,7.9,12.1
0.93,20,7.9,12.2
0.935,20,7.8,12.2
0.94,20,7.8,12.2
0.945,20,7.8,12.3
0.95,20,7.7,12.3
0.955,20,7.7,12.4
0.96,20,7.6,12.4
0.965,20,7.6,12.4
0.97,20,7.6,12.5
0.975,20,7.5,12.5
0.98,20,7.5,12.6
0.985,20,7.4,12.6
0.99,20,7.4,12.6
0.995,20,7.4,12.7
1,20,7.3,12.7
1.005,20,7.3,12.7
1.01,20,7.3,12.8
1.015,20,7.2,12.8
1.02,20,7.2,12.8
1.025,20,7.2,12.9
1.03,20,7.1,12.9
1.035,20,7.1,13
1.04,20,7,13
1.045,20,7,13
1.05,20,7,13.1
1.055,20,6.9,13.1
1.06,20,6.9,13.1
1.065,20,6.9,13.2
1.07,20,6.8,13.2
1.075,20,6.8,13.2
1.08,20,6.8,13.3
1.085,20,6.7,13.3
1.09,20,6.7,13.3
1.095,20,6.7,13.4
1.1,20,6.6,13.4
1.105,20,6.6,13.4
1.11,20,6.6,13.5
1.115,20,6.5,13.5
1.12,20,6.5,13.5
1.125,20,6.5,13.6
1.13,20,6.4,13.6
1.135,20,6.4,13.6
1.14,20,6.4,13.7
1.145,20,6.3,13.7
1.15,20,6.3,13.7
1.155,20,6.3,13.7
1.16,20,6.3,13.8
1.165,20,6.2,13.8
1.17,20,6.2,13.8
1.175,20,6.2,13.9
1.18,20,6.1,13.9
1.185,20,6.1,13.9
1.19,20,6.1,14
1.195,20,6,14
1.2,20,6,14
1.205,20,6,14.1
1.21,20,5.9,14.1
1.215,20,5.9,14.1
1.22,20,5.9,14.1
1.225,20,5.9,14.2
1.23,20,5.8,14.2
1.235,20,5.8,14.2
1.24,20,5.8,14.3
1.245,20,5.7,14.3
1.25,20,5.7,14.3
1.255,20,5.7,14.3
1.26,20,5.7,14.4
1.265,20,5.6,14.4
1.27,20,5.6,14.4
1.275,20,5.6,14.5
1.28,20,5.5,14.5
1.285,20,5.5,14.5
1.29,20,5.5,14.5
1.295,20,5.5,14.6
1.3,20,5.4,14.6
1.305,20,5.4,14.6
1.31,20,5.4,14.6
1.315,20,5.4,14.7
1.32,20,5.3,14.7
1.325,20,5.3,14.7
1.33,20,5.3,14.8
1.335,20,5.2,14.8
1.34,20,5.2,14.8
1.345,20,5.2,14.8
1.35,20,5.2,14.9
1.355,20,5.1,14.9
1.36,20,5.1,14.9
1.365,20,5.1,14.9
1.37,20,5.1,15
1.375,20,5,15
1.38,20,5,15
1.385,20,5,15
1.39,20,5,15.1
1.395,20,4.9,15.1
1.4,20,4.9,15.1
1.405,20,4.9,15.1
1.41,20,4.9,15.2
1.415,20,4.8,15.2
1.42,20,4.8,15.2
1.425,20,4.8,15.2
1.43,20,4.8,15.3
1.435,20,4.7,15.3
1.44,20,4.7,15.3
1.445,20,4.7,15.3
1.45,20,4.7,15.3
1.455,20,4.7,15.4
1.46,20,4.6,15.4
1.465,20,4.6,15.4
1.47,20,4.6,15.4
1.475,20,4.6,15.5
1.48,20,4.5,15.5
1.485,20,4.5,15.5
1.49,20,4.5,15.5
1.495,20,4.5,15.6
1.5,20,4.4,15.6
1.505,20,4.4,15.6
1.51,20,4.4,15.6
1.515,20,4.4,15.6
1.52,20,4.4,15.7
1.525,20,4.3,15.7
1.53,20,4.3,15.7
1.535,20,4.3,15.7
1.54,20,4.3,15.7
1.545,20,4.3,15.8
1.55,20,4.2,15.8
1.555,20,4.2,15.8
1.56,20,4.2,15.8
1.565,20,4.2,15.9
1.57,20,4.1,15.9
1.575,20,4.1,15.9
1.58,20,4.1,15.9
1.585,20,4.1,15.9
1.59,20,4.1,16
1.595,20,4,16
1.6,20,4,16
1.605,20,4,16
1.61,20,4,16
1.615,20,4,16.1
1.62,20,3.9,16.1
1.625,20,3.9,16.1
1.63,20,3.9,16.1
1.635,20,3.9,16.1
1.64,20,3.9,16.2
1.645,20,3.8,16.2
1.65,20,3.8,16.2
1.655,20,3.8,16.2
1.66,20,3.8,16.2
1.665,20,3.8,16.3
1.67,20,3.7,16.3
1.675,20,3.7,16.3
1.68,20,3.7,16.3
1.685,20,3.7,16.3
1.69,20,3.7,16.3
1.695,20,3.7,16.4
1.7,20,3.6,16.4
1.705,20,3.6,16.4
1.71,20,3.6,16.4
1.715,20,3.6,16.4
1.72,20,3.6,16.5
1.725,20,3.5,16.5
1.73,20,3.5,16.5
1.735,20,3.5,16.5
1.74,20,3.5,16.5
1.745,20,3.5,16.5
1.75,20,3.5,16.6
1.755,20,3.4,16.6
1.76,20,3.4,16.6
1.765,20,3.4,16.6
1.77,20,3.4,16.6
1.775,20,3.4,16.6
1.78,20,3.4,16.7
1.785,20,3.3,16.7
1.79,20,3.3,16.7
1.795,20,3.3,16.7
1.8,20,3.3,16.7
1.805,20,3.3,16.7
1.81,20,3.3,16.8
1.815,20,3.2,16.8
1.82,20,3.2,16.8
1.825,20,3.2,16.8
1.83,20,3.2,16.8
1.835,20,3.2,16.8
1.84,20,3.2,16.9
1.845,20,3.1,16.9
1.85,20,3.1,16.9
1.855,20,3.1,16.9
1.86,20,3.1,16.9
1.865,20,3.1,16.9
1.87,20,3.1,16.9
1.875,20,3.1,17
1.88,20,3,17
1.885,20,3,17
1.89,20,3,17
1.895,20,3,17
1.9,20,3,17
1.905,20,3,17.1
1.91,20,2.9,17.1
1.915,20,2.9,17.1
1.92,20,2.9,17.1
1.925,20,2.9,17.1
1.93,20,2.9,17.1
1.935,20,2.9,17.1
1.94,20,2.9,17.2
1.945,20,2.8,17.2
1.95,20,2.8,17.2
1.955,20,2.8,17.2
1.96,20,2.8,17.2
1.965,20,2.8,17.2
1.97,20,2.8,17.2
1.975,20,2.8,17.3
1.98,20,2.7,17.3
1.985,20,2.7,17.3
1.99,20,2.7,17.3
1.995,20,2.7,17.3
2,20,2.7,17.3
2.005,20,2.7,17.3
2.01,20,2.7,17.3
2.015,20,2.7,17.4
2.02,20,2.6,17.4
2.025,20,2.6,17.4
2.03,20,2.6,17.4
2.035,20,2.6,17.4
2.04,20,2.6,17.4
2.045,20,2.6,17.4
2.05,20,2.6,17.5
2.055,20,2.5,17.5
2.06,20,2.5,17.5
2.065,20,2.5,17.5
2.07,20,2.5,17.5
2.075,20,2.5,17.5
2.08,20,2.5,17.5
2.085,20,2.5,17.5
2.09,20,2.5,17.6
2.095,20,2.4,17.6
2.1,20,2.4,17.6
2.105,20,2.4,17.6
2.11,20,2.4,17.6
2.115,20,2.4,17.6
2.12,20,2.4,17.6
2.125,20,2.4,17.6
2.13,20,2.4,17.6
2.135,20,2.4,17.7
2.14,20,2.3,17.7
2.145,20,2.3,17.7
2.15,20,2.3,17.7
2.155,20,2.3,17.7
2.16,20,2.3,17.7
2.165,20,2.3,17.7
2.17,20,2.3,17.7
2.175,20,2.3,17.8
2.18,20,2.2,17.8
2.185,20,2.2,17.8
2.19,20,2.2,17.8
2.195,20,2.2,17.8
2.2,20,2.2,17.8
2.205,20,2.2,17.8
2.21,20,2.2,17.8
2.215,20,2.2,17.8
2.22,20,2.2,17.8
2.225,20,2.2,17.9
2.23,20,2.1,17.9
2.235,20,2.1,17.9
2.24,20,2.1,17.9
2.245,20,2.1,17.9
2.25,20,2.1,17.9
2.255,20,2.1,17.9
2.26,20,2.1,17.9
2.265,20,2.1,17.9
2.27,20,2.1,18
2.275,20,2,18
2.28,20,2,18
2.285,20,2,18
2.29,20,2,18
2.295,20,2,18
2.3,20,2,18
2.305,20,2,18
2.31,20,2,18
2.315,20,2,18
2.32,20,2,18.1
2.325,20,1.9,18.1
2.33,20,1.9,18.1
2.335,20,1.9,18.1
2.34,20,1.9,18.1
2.345,20,1.9,18.1
2.35,20,1.9,18.1
2.355,20,1.9,18.1
2.36,20,1.9,18.1
2.365,20,1.9,18.1
2.37,20,1.9,18.2
2.375,20,1.8,18.2
2.38,20,1.8,18.2
2.385,20,1.8,18.2
2.39,20,1.8,18.2
2.395,20,1.8,18.2
2.4,20,1.8,18.2
2.405,20,1.8,18.2
2.41,20,1.8,18.2
2.415,20,1.8,18.2
2.42,20,1.8,18.2
2.425,20,1.8,18.2
2.43,20,1.8,18.3
2.435,20,1.7,18.3
2.44,20,1.7,18.3
2.445,20,1.7,18.3
2.45,20,1.7,18.3
2.455,20,1.7,18.3
2.46,20,1.7,18.3
2.465,20,1.7,18.3
2.47,20,1.7,18.3
2.475,20,1.7,18.3
2.48,20,1.7,18.3
2.485,20,1.7,18.4
2.49,20,1.6,18.4
2.495,20,1.6,18.4
2.5,20,1.6,18.4
2.505,20,1.6,18.4
2.51,20,1.6,18.4
2.515,20,1.6,18.4
2.52,20,1.6,18.4
2.525,20,1.6,18.4
2.53,20,1.6,18.4
2.535,20,1.6,18.4
2.54,20,1.6,18.4
2.545,20,1.6,18.4
2.55,20,1.6,18.5
2.555,20,1.5,18.5
2.56,20,1.5,18.5
2.565,20,1.5,18.5
2.57,20,1.5,18.5
2.575,20,1.5,18.5
2.58,20,1.5,18.5
2.585,20,1.5,18.5
2.59,20,1.5,18.5
2.595,20,1.5,18.5
2.6,20,1.5,18.5
2.605,20,1.5,18.5
2.61,20,1.5,18.5
2.615,20,1.5,18.6
2.62,20,1.4,18.6
2.625,20,1.4,18.6
2.63,20,1.4,18.6
2.635,20,1.4,18.6
2.64,20,1.4,18.6
2.645,20,1.4,18.6
2.65,20,1.4,18.6
2.655,20,1.4,18.6
2.66,20,1.4,18.6
2.665,20,1.4,18.6
2.67,20,1.4,18.6
2.675,20,1.4,18.6
2.68,20,1.4,18.6
2.685,20,1.4,18.7
2.69,20,1.3,18.7
2.695,20,1.3,18.7
2.7,20,1.3,18.7
2.705,20,1.3,18.7
2.71,20,1.3,18.7
2.715,20,1.3,18.7
2.72,20,1.3,18.7
2.725,20,1.3,18.7
2.73,20,1.3,18.7
2.735,20,1.3,18.7
2.74,20,1.3,18.7
2.745,20,1.3,18.7
2.75,20,1.3,18.7
2.755,20,1.3,18.7
2.76,20,1.3,18.7
2.765,20,1.3,18.8
2.77,20,1.2,18.8
2.775,20,1.2,18.8
2.78,20,1.2,18.8
2.785,20,1.2,18.8
2.79,20,1.2,18.8
2.795,20,1.2,18.8
2.8,20,1.2,18.8
2.805,20,1.2,18.8
2.81,20,1.2,18.8
2.815,20,1.2,18.8
2.82,20,1.2,18.8
2.825,20,1.2,18.8
2.83,20,1.2,18.8
2.835,20,1.2,18.8
2.84,20,1.2,18.8
2.845,20,1.2,18.9
2.85,20,1.1,18.9
2.855,20,1.1,18.9
2.86,20,1.1,18.9
2.865,20,1.1,18.9
2.87,20,1.1,18.9
2.875,20,1.1,18.9
2.88,20,1.1,18.9
2.885,20,1.1,18.9
2.89,20,1.1,18.9
2.895,20,1.1,18.9
2.9,20,1.1,18.9
2.905,20,1.1,18.9
2.91,20,1.1,18.9
2.915,20,1.1,18.9
2.92,20,1.1,18.9
2.925,20,1.1,18.9
2.93,20,1.1,18.9
2.935,20,1.1,19
2.94,20,1,19
2.945,20,1,19
2.95,20,1,19
2.955,20,1,19
2.96,20,1,19
2.965,20,1,19
2.97,20,1,19
2.975,20,1,19
2.98,20,1,19
2.985,20,1,19
2.99,20,1,19
2.995,20,1,19
3,20,1,19
3.005,20,1,19
3.01,20,1,19
3.015,20,1,19
3.02,20,1,19
3.025,20,1,19
3.03,20,1,19
3.035,20,1,19.1
3.04,20,0.9,19.1
3.045,20,0.9,19.1
3.05,20,0.9,19.1
3.055,20,0.9,19.1
3.06,20,0.9,19.1
3.065,20,0.9,19.1
3.07,20,0.9,19.1
3.075,20,0.9,19.1
3.08,20,0.9,19.1
3.085,20,0.9,19.1
3.09,20,0.9,19.1
3.095,20,0.9,19.1
3.1,20,0.9,19.1
3.105,20,0.9,19.1
3.11,20,0.9,19.1
3.115,20,0.9,19.1
3.12,20,0.9,19.1
3.125,20,0.9,19.1
3.13,20,0.9,19.1
3.135,20,0.9,19.1
3.14,20,0.9,19.1
3.145,20,0.9,19.1
3.15,20,0.9,19.2
3.155,20,0.8,19.2
3.16,20,0.8,19.2
3.165,20,0.8,19.2
3.17,20,0.8,19.2
3.175,20,0.8,19.2
3.18,20,0.8,19.2
3.185,20,0.8,19.2
3.19,20,0.8,19.2
3.195,20,0.8,19.2
3.2,20,0.8,19.2
3.205,20,0.8,19.2
3.21,20,0.8,19.2
3.215,20,0.8,19.2
3.22,20,0.8,19.2
3.225,20,0.8,19.2
3.23,20,0.8,19.2
3.235,20,0.8,19.2
3.24,20,0.8,19.2
3.245,20,0.8,19.2
3.25,20,0.8,19.2
3.255,20,0.8,19.2
3.26,20,0.8,19.2
3.265,20,0.8,19.2
3.27,20,0.8,19.2
3.275,20,0.8,19.3
3.28,20,0.7,19.3
3.285,20,0.7,19.3
3.29,20,0.7,19.3
3.295,20,0.7,19.3
3.3,20,0.7,19.3
3.305,20,0.7,19.3
3.31,20,0.7,19.3
3.315,20,0.7,19.3
3.32,20,0.7,19.3
3.325,20,0.7,19.3
3.33,20,0.7,19.3
3.335,20,0.7,19.3
3.34,20,0.7,19.3
3.345,20,0.7,19.3
3.35,20,0.7,19.3
3.355,20,0.7,19.3
3.36,20,0.7,19.3
3.365,20,0.7,19.3
3.37,20,0.7,19.3
3.375,20,0.7,19.3
3.38,20,0.7,19.3
3.385,20,0.7,19.3
3.39,20,0.7,19.3
3.395,20,0.7,19.3
3.4,20,0.7,19.3
3.405,20,0.7,19.3
3.41,20,0.7,19.3
3.415,20,0.7,19.4
3.42,20,0.6,19.4
3.425,20,0.6,19.4
3.43,20,0.6,19.4
3.435,20,0.6,19.4
3.44,20,0.6,19.4
3.445,20,0.6,19.4
3.45,20,0.6,19.4
3.455,20,0.6,19.4
3.46,20,0.6,19.4
3.465,20,0.6,19.4
3.47,20,0.6,19.4
3.475,20,0.6,19.4
3.48,20,0.6,19.4
3.485,20,0.6,19.4
3.49,20,0.6,19.4
3.495,20,0.6,19.4
3.5,20,0.6,19.4
3.505,20,0.6,19.4
3.51,20,0.6,19.4
3.515,20,0.6,19.4
3.52,20,0.6,19.4
3.525,20,0.6,19.4
3.53,20,0.6,19.4
3.535,20,0.6,19.4
3.54,20,0.6,19.4
3.545,20,0.6,19.4
3.55,20,0.6,19.4
3.555,20,0.6,19.4
3.56,20,0.6,19.4
3.565,20,0.6,19.4
3.57,20,0.6,19.4
3.575,20,0.6,19.4
3.58,20,0.6,19.5
3.585,20,0.5,19.5
3.59,20,0.5,19.5
3.595,20,0.5,19.5
3.6,20,0.5,19.5
3.605,20,0.5,19.5
3.61,20,0.5,19.5
3.615,20,0.5,19.5
3.62,20,0.5,19.5
3.625,20,0.5,19.5
3.63,20,0.5,19.5
3.635,20,0.5,19.5
3.64,20,0.5,19.5
3.645,20,0.5,19.5
3.65,20,0.5,19.5
3.655,20,0.5,19.5
3.66,20,0.5,19.5
3.665,20,0.5,19.5
3.67,20,0.5,19.5
3.675,20,0.5,19.5
3.68,20,0.5,19.5
3.685,20,0.5,19.5
3.69,20,0.5,19.5
3.695,20,0.5,19.5
3.7,20,0.5,19.5
3.705,20,0.5,19.5
3.71,20,0.5,19.5
3.715,20,0.5,19.5
3.72,20,0.5,19.5
3.725,20,0.5,19.5
3.73,20,0.5,19.5
3.735,20,0.5,19.5
3.74,20,0.5,19.5
3.745,20,0.5,19.5
3.75,20,0.5,19.5
3.755,20,0.5,19.5
3.76,20,0.5,19.5
3.765,20,0.5,19.5
3.77,20,0.5,19.5
3.775,20,0.5,19.5
3.78,20,0.5,19.6
3.785,20,0.4,19.6
3.79,20,0.4,19.6
3.795,20,0.4,19.6
3.8,20,0.4,19.6
3.805,20,0.4,19.6
3.81,20,0.4,19.6
3.815,20,0.4,19.6
3.82,20,0.4,19.6
3.825,20,0.4,19.6
3.83,20,0.4,19.6
3.835,20,0.4,19.6
3.84,20,0.4,19.6
3.845,20,0.4,19.6
3.85,20,0.4,19.6
3.855,20,0.4,19.6
3.86,20,0.4,19.6
3.865,20,0.4,19.6
3.87,20,0.4,19.6
3.875,20,0.4,19.6
3.88,20,0.4,19.6
3.885,20,0.4,19.6
3.89,20,0.4,19.6
3.895,20,0.4,19.6
3.9,20,0.4,19.6
3.905,20,0.4,19.6
3.91,20,0.4,19.6
3.915,20,0.4,19.6
3.92,20,0.4,19.6
3.925,20,0.4,19.6
3.93,20,0.4,19.6
3.935,20,0.4,19.6
3.94,20,0.4,19.6
3.945,20,0.4,19.6
3.95,20,0.4,19.6
3.955,20,0.4,19.6
3.96,20,0.4,19.6
3.965,20,0.4,19.6
3.97,20,0.4,19.6
3.975,20,0.4,19.6
3.98,20,0.4,19.6
3.985,20,0.4,19.6
3.99,20,0.4,19.6
3.995,20,0.4,19.6
4,20,0.4,19.6
4.005,20,0.4,19.6
4.01,20,0.4,19.6
4.015,20,0.4,19.6
4.02,20,0.4,19.6
4.025,20,0.4,19.6
4.03,20,0.4,19.7
4.035,20,0.3,19.7
4.04,20,0.3,19.7
4.045,20,0.3,19.7
4.05,20,0.3,19.7
4.055,20,0.3,19.7
4.06,20,0.3,19.7
4.065,20,0.3,19.7
4.07,20,0.3,19.7
4.075,20,0.3,19.7
4.08,20,0.3,19.7
4.085,20,0.3,19.7
4.09,20,0.3,19.7
4.095,20,0.3,19.7
4.1,20,0.3,19.7
4.105,20,0.3,19.7
4.11,20,0.3,19.7
4.115,20,0.3,19.7
4.12,20,0.3,19.7
4.125,20,0.3,19.7
4.13,20,0.3,19.7
4.135,20,0.3,19.7
4.14,20,0.3,19.7
4.145,20,0.3,19.7
4.15,20,0.3,19.7
4.155,20,0.3,19.7
4.16,20,0.3,19.7
4.165,20,0.3,19.7
4.17,20,0.3,19.7
4.175,20,0.3,19.7
4.18,20,0.3,19.7
4.185,20,0.3,19.7
4.19,20,0.3,19.7
4.195,20,0.3,19.7
4.2,20,0.3,19.7
4.205,20,0.3,19.7
4.21,20,0.3,19.7
4.215,20,0.3,19.7
4.22,20,0.3,19.7
4.225,20,0.3,19.7
4.23,20,0.3,19.7
4.235,20,0.3,19.7
4.24,20,0.3,19.7
4.245,20,0.3,19.7
4.25,20,0.3,19.7
4.255,20,0.3,19.7
4.26,20,0.3,19.7
4.265,20,0.3,19.7
4.27,20,0.3,19.7
4.275,20,0.3,19.7
4.28,20,0.3,19.7
4.285,20,0.3,19.7
4.29,20,0.3,19.7
4.295,20,0.3,19.7
4.3,20,0.3,19.7
4.305,20,0.3,19.7
4.31,20,0.3,19.7
4.315,20,0.3,19.7
4.32,20,0.3,19.7
4.325,20,0.3,19.7
4.33,20,0.3,19.7
4.335,20,0.3,19.7
4.34,20,0.3,19.7
4.345,20,0.3,19.7
4.35,20,0.3,19.7
4.355,20,0.3,19.7
4.36,20,0.3,19.7
4.365,20,0.3,19.8
4.37,20,0.2,19.8
4.375,20,0.2,19.8
4.38,20,0.2,19.8
4.385,20,0.2,19.8
4.39,20,0.2,19.8
4.395,20,0.2,19.8
4.4,20,0.2,19.8
4.405,20,0.2,19.8
4.41,20,0.2,19.8
4.415,20,0.2,19.8
4.42,20,0.2,19.8
4.425,20,0.2,19.8
4.43,20,0.2,19.8
4.435,20,0.2,19.8
4.44,20,0.2,19.8
4.445,20,0.2,19.8
4.45,20,0.2,19.8
4.455,20,0.2,19.8
4.46,20,0.2,19.8
4.465,20,0.2,19.8
4.47,20,0.2,19.8
4.475,20,0.2,19.8
4.48,20,0.2,19.8
4.485,20,0.2,19.8
4.49,20,0.2,19.8
4.495,20,0.2,19.8
4.5,20,0.2,19.8
4.505,20,0.2,19.8
4.51,20,0.2,19.8
4.515,20,0.2,19.8
4.52,20,0.2,19.8
4.525,20,0.2,19.8
4.53,20,0.2,19.8
4.535,20,0.2,19.8
4.54,20,0.2,19.8
4.545,20,0.2,19.8
4.55,20,0.2,19.8
4.555,20,0.2,19.8
4.56,20,0.2,19.8
4.565,20,0.2,19.8
4.57,20,0.2,19.8
4.575,20,0.2,19.8
4.58,20,0.2,19.8
4.585,20,0.2,19.8
4.59,20,0.2,19.8
4.595,20,0.2,19.8
4.6,20,0.2,19.8
4.605,20,0.2,19.8
4.61,20,0.2,19.8
4.615,20,0.2,19.8
4.62,20,0.2,19.8
4.625,20,0.2,19.8
4.63,20,0.2,19.8
4.635,20,0.2,19.8
4.64,20,0.2,19.8
4.645,20,0.2,19.8
4.65,20,0.2,19.8
4.655,20,0.2,19.8
4.66,20,0.2,19.8
4.665,20,0.2,19.8
4.67,20,0.2,19.8
4.675,20,0.2,19.8
4.68,20,0.2,19.8
4.685,20,0.2,19.8
4.69,20,0.2,19.8
4.695,20,0.2,19.8
4.7,20,0.2,19.8
4.705,20,0.2,19.8
4.71,20,0.2,19.8
4.715,20,0.2,19.8
4.72,20,0.2,19.8
4.725,20,0.2,19.8
4.73,20,0.2,19.8
4.735,20,0.2,19.8
4.74,20,0.2,19.8
4.745,20,0.2,19.8
4.75,20,0.2,19.8
4.755,20,0.2,19.8
4.76,20,0.2,19.8
4.765,20,0.2,19.8
4.77,20,0.2,19.8
4.775,20,0.2,19.8
4.78,20,0.2,19.8
4.785,20,0.2,19.8
4.79,20,0.2,19.8
4.795,20,0.2,19.8
4.8,20,0.2,19.8
4.805,20,0.2,19.8
4.81,20,0.2,19.8
4.815,20,0.2,19.8
4.82,20,0.2,19.8
4.825,20,0.2,19.8
4.83,20,0.2,19.8
4.835,20,0.2,19.8
4.84,20,0.2,19.8
4.845,20,0.2,19.8
4.85,20,0.2,19.8
4.855,20,0.2,19.8
4.86,20,0.2,19.9
4.865,20,0.1,19.9
4.87,20,0.1,19.9
